make_model,make,location,price,body_type,type,doors,mileage,gearbox,fuel_type,seller,power,gears,emission_class,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Fiat 500,Fiat,DE,10940,Sedan,Used,3.0,13140.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat 500,Fiat,DE,12390,Sedan,Used,3.0,30650.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,3.0,Standart,Low,standard
Fiat 500,Fiat,DE,12890,Sedan,Used,3.0,17439.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,3.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,24990,Sedan,Demonstration,5.0,300.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,0.0,Upgrated,Low,standard
Fiat 500,Fiat,DE,13280,Sedan,Used,3.0,17192.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat 500,Fiat,ES,11490,Sedan,Used,5.0,50900.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,11900,Sedan,Used,5.0,78497.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat 500,Fiat,DE,12390,Sedan,Used,3.0,24743.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat 500,Fiat,DE,17700,Sedan,Used,3.0,99.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Fiat 500,Fiat,DE,11460,Sedan,Used,3.0,43232.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,5.0,Upgrated,Low,standard
Fiat 500,Fiat,ES,8290,Sedan,Used,3.0,146941.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,7.0,Standart,Low,standard
Fiat 500,Fiat,DE,13280,Sedan,Used,3.0,19746.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat Panda,Fiat,ES,8935,Sedan,Used,5.0,49088.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat 500,Fiat,BE,16999,Sedan,Used,3.0,9666.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat 500,Fiat,ES,10800,Sedan,Used,3.0,113400.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500,Fiat,ES,9900,Sedan,Used,3.0,71573.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500,Fiat,ES,9990,Sedan,Used,3.0,62393.0,Manual,LPG/CNG,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500,Fiat,ES,12900,Sedan,Used,3.0,31378.0,Manual,Benzin,Dealer,52.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat Panda,Fiat,DE,11590,Sedan,Used,5.0,16000.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat 500,Fiat,DE,18397,Sedan,Demonstration,3.0,150.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Tipo,Fiat,DE,19390,Sedan,Used,5.0,15000.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,1.0,Upgrated,Low,standard
Fiat Panda,Fiat,ES,11970,Sedan,Used,5.0,4126.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat 500,Fiat,ES,13590,Sedan,Used,3.0,36377.0,Manual,Benzin,Dealer,52.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat Panda,Fiat,ES,8900,Sedan,Used,5.0,52576.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat Panda,Fiat,DE,15990,Sedan,Pre-registered,5.0,99.0,Manual,Benzin,Dealer,52.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Panda,Fiat,DE,16990,Sedan,Pre-registered,5.0,99.0,Manual,Benzin,Dealer,52.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Panda,Fiat,DE,16490,Sedan,Pre-registered,5.0,99.0,Manual,Benzin,Dealer,52.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Fiat 500,Fiat,DE,11890,Sedan,Used,3.0,19440.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat 500,Fiat,DE,11690,Sedan,Used,3.0,40769.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,4.0,Upgrated,Low,standard
Fiat Punto,Fiat,DE,2550,Sedan,Used,3.0,186000.0,Manual,Benzin,Dealer,44.0,5.0,Other,15.0,Standart,Low,standard
Fiat 500,Fiat,BE,5990,Sedan,Used,3.0,99000.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,8.0,Standart,Low,standard
Fiat 500,Fiat,BE,5700,Sedan,Used,3.0,106000.0,Manual,Benzin,Dealer,62.0,5.0,Other,11.0,Standart,Low,standard
Fiat New Panda,Fiat,IT,20900,Sedan,Used,5.0,18872.0,Manual,Benzin,Dealer,62.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat 500e,Fiat,FR,26699,Sedan,Used,3.0,4569.0,Automatic,Electric,Dealer,88.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat 595 Abarth,Fiat,BE,13999,Sedan,Used,3.0,79300.0,Manual,Benzin,Dealer,103.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat Croma,Fiat,IT,5900,Sedan,Used,5.0,165565.0,Manual,Diesel,Dealer,110.0,6.0,Other,12.0,Standart,Medium,standard
Fiat Punto,Fiat,BE,2500,Sedan,Used,5.0,186894.0,Manual,Diesel,Dealer,51.0,5.0,Other,13.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,10900,Sedan,Used,5.0,91044.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,20900,Sedan,Pre-registered,5.0,1.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Fiat Tipo,Fiat,IT,11900,Sedan,Used,5.0,75420.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,22900,Sedan,Pre-registered,5.0,1.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Punto Evo,Fiat,IT,5990,Sedan,Used,5.0,169000.0,Manual,Diesel,Dealer,70.0,5.0,Other,12.0,Standart,Low,standard
Fiat 500L,Fiat,IT,12000,Sedan,Used,5.0,99000.0,Automatic,Diesel,Dealer,62.0,5.0,Other,7.0,Upgrated,Low,luxury
Fiat Panda,Fiat,IT,6500,Sedan,Used,5.0,65000.0,Manual,Diesel,Dealer,59.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500e,Fiat,FR,37900,Sedan,Used,3.0,5000.0,Automatic,Electric,Dealer,88.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat 595 Abarth,Fiat,AT,29990,Sedan,Used,3.0,18244.0,Automatic,Benzin,Dealer,132.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat Punto,Fiat,IT,7900,Sedan,Used,5.0,160000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500L,Fiat,IT,10500,Sedan,Used,5.0,91756.0,Manual,Diesel,Dealer,77.0,6.0,Other,8.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,25650,Sedan,Pre-registered,5.0,1.0,Automatic,Benzin,Dealer,96.0,7.0,Euro 6,0.0,Upgrated,Low,standard
Fiat 500X,Fiat,IT,22500,Sedan,Used,5.0,47000.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,3.0,Upgrated,Low,standard
Fiat 500X,Fiat,BE,25750,Sedan,Used,5.0,18425.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,luxury
Fiat 595 Abarth,Fiat,IT,25700,Sedan,Employee's car,3.0,10.0,Manual,Benzin,Dealer,121.0,5.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Tipo,Fiat,FR,10990,Sedan,Used,5.0,32000.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,FR,26499,Sedan,Used,5.0,6000.0,Automatic,Other,Dealer,98.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat 500L,Fiat,IT,12800,Sedan,Used,5.0,105000.0,Automatic,Diesel,Dealer,62.0,5.0,Other,7.0,Standart,Low,luxury
Fiat Tipo,Fiat,IT,17100,Sedan,Pre-registered,5.0,2.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat 500,Fiat,ES,25800,Sedan,Pre-registered,3.0,5000.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,24900,Sedan,Pre-registered,5.0,1.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,22800,Sedan,Pre-registered,5.0,1.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,14699,Sedan,Used,5.0,33290.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Fiat 500e,Fiat,FR,29999,Sedan,Used,3.0,5000.0,Automatic,Electric,Dealer,88.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat 500e,Fiat,IT,22900,Sedan,Pre-registered,3.0,1.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat Tipo,Fiat,DE,10390,Sedan,Used,5.0,66990.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,14900,Sedan,Used,5.0,77700.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,10900,Sedan,Used,5.0,123979.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,6.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,23490,Sedan,Pre-registered,5.0,1.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat Punto Evo,Fiat,AT,6990,Sedan,Used,5.0,152000.0,Manual,Benzin,Dealer,99.0,5.0,Other,12.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,8900,Sedan,Used,5.0,166800.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat 500,Fiat,IT,9950,Sedan,Used,3.0,47219.0,Manual,Diesel,Dealer,70.0,5.0,Other,7.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,12700,Sedan,Used,5.0,181500.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Upgrated,Low,standard
Fiat Tipo,Fiat,IT,17950,Sedan,Used,5.0,56504.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,2.0,Upgrated,Low,standard
Fiat Tipo,Fiat,IT,14650,Sedan,Used,5.0,61000.0,Automatic,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,FR,9390,Sedan,Used,5.0,71751.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,6.0,Standart,Low,standard
Fiat 500,Fiat,IT,33500,Sedan,Employee's car,3.0,10.0,Manual,Benzin,Dealer,132.0,5.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Punto,Fiat,IT,9900,Sedan,Used,5.0,77880.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Punto Evo,Fiat,ES,5999,Sedan,Used,3.0,181662.0,Manual,Diesel,Dealer,70.0,5.0,Other,11.0,Standart,Low,standard
Fiat 500e,Fiat,FR,28990,Sedan,Used,3.0,3500.0,Automatic,Electric,Dealer,88.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat Tipo,Fiat,IT,17990,Sedan,Used,5.0,69750.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,12500,Sedan,Used,5.0,32000.0,Manual,Benzin,Private seller,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Panda,Fiat,IT,16800,Sedan,Used,5.0,85500.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500,Fiat,BE,10700,Sedan,Used,3.0,51052.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500X,Fiat,IT,14900,Sedan,Used,5.0,94700.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,7.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,27350,Sedan,Pre-registered,5.0,1.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat Punto,Fiat,IT,7950,Sedan,Used,5.0,72813.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Punto,Fiat,DE,5500,Sedan,Used,5.0,99872.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,7.0,Standart,Low,standard
Fiat Punto,Fiat,IT,7800,Sedan,Used,5.0,87000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,11900,Sedan,Used,5.0,36966.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat 500X,Fiat,IT,17900,Sedan,Used,5.0,86274.0,Automatic,Diesel,Dealer,103.0,9.0,Euro 6,6.0,Standart,Medium,standard
Fiat Panda,Fiat,IT,9900,Sedan,Used,5.0,80000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,ES,17300,Sedan,Used,5.0,19500.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,24300,Sedan,Employee's car,5.0,10.0,Automatic,Benzin,Dealer,74.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat Panda,Fiat,IT,11500,Sedan,Used,5.0,64784.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Punto,Fiat,IT,9399,Sedan,Used,5.0,60800.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,15900,Sedan,Used,5.0,1.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,11899,Sedan,Used,5.0,63276.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Punto,Fiat,DE,7500,Sedan,Used,5.0,84155.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat 500L,Fiat,IT,13970,Sedan,Used,5.0,95000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500e,Fiat,IT,27980,Sedan,Used,3.0,7735.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,1.0,Upgrated,Electric,luxury
Fiat 500e,Fiat,IT,25480,Sedan,Used,3.0,2418.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,1.0,Upgrated,Electric,luxury
Fiat Punto,Fiat,DE,3650,Sedan,Used,5.0,140962.0,Manual,Benzin,Dealer,51.0,5.0,Other,10.0,Standart,Low,standard
Fiat 500,Fiat,IT,11000,Sedan,Used,3.0,32000.0,Manual,LPG/CNG,Dealer,51.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,18900,Sedan,Pre-registered,5.0,1.0,Manual,LPG/CNG,Dealer,69.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat Panda,Fiat,IT,9280,Sedan,Used,5.0,69002.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat Punto Evo,Fiat,IT,6500,Sedan,Used,5.0,156976.0,Manual,Benzin,Dealer,48.0,5.0,Other,11.0,Standart,Low,standard
Fiat Punto,Fiat,IT,7650,Sedan,Used,5.0,113000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,20680,Sedan,Employee's car,5.0,100.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Punto,Fiat,IT,9901,Sedan,Used,5.0,84546.0,Manual,LPG/CNG,Dealer,57.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Panda,Fiat,IT,12900,Sedan,Used,5.0,45000.0,Automatic,Benzin,Dealer,63.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat Punto Evo,Fiat,IT,4300,Sedan,Used,5.0,220000.0,Manual,LPG/CNG,Dealer,57.0,5.0,Other,11.0,Standart,Low,standard
Fiat 500e,Fiat,IT,24500,Sedan,Pre-registered,3.0,1.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat Grande Punto,Fiat,DE,2499,Sedan,Used,3.0,179990.0,Manual,Benzin,Dealer,57.0,5.0,Other,15.0,Standart,Low,standard
Fiat Tipo,Fiat,FR,9990,Sedan,Used,5.0,21700.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,6.0,Standart,Low,standard
Fiat Tipo,Fiat,FR,11480,Sedan,Used,5.0,32941.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,10799,Sedan,Used,5.0,74238.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,16900,Sedan,Used,5.0,40931.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,2.0,Standart,Low,standard
Fiat 500e,Fiat,IT,29550,Sedan,Pre-registered,3.0,1.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat 500e,Fiat,DE,28290,Sedan,Used,3.0,13400.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat Panda,Fiat,IT,9400,Sedan,Used,5.0,114144.0,Manual,Diesel,Dealer,55.0,5.0,Other,9.0,Standart,Low,standard
Fiat 500,Fiat,IT,21950,Sedan,Pre-registered,3.0,1.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Fiat Tipo,Fiat,IT,12200,Sedan,Used,5.0,68271.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500,Fiat,BE,16990,Sedan,Pre-registered,3.0,4.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat 500C,Fiat,AT,20990,Sedan,Demonstration,3.0,3.0,Automatic,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,15900,Sedan,Used,5.0,70008.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat 500e,Fiat,IT,31500,Sedan,Employee's car,5.0,13.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,0.0,Upgrated,Electric,standard
Fiat Tipo,Fiat,IT,13500,Sedan,Used,5.0,79400.0,Manual,Diesel,Dealer,70.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Panda,Fiat,DE,4490,Sedan,Used,5.0,134600.0,Manual,Benzin,Dealer,74.0,6.0,Other,15.0,Standart,Low,standard
Fiat 500,Fiat,IT,11900,Sedan,Used,3.0,17800.0,Manual,LPG/CNG,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,11700,Sedan,Used,5.0,134000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Upgrated,Low,standard
Fiat 500e,Fiat,IT,26400,Sedan,Used,3.0,2500.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat Tipo,Fiat,IT,20390,Sedan,Pre-registered,5.0,10.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat 500e,Fiat,IT,27650,Sedan,Pre-registered,3.0,15.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat Panda,Fiat,IT,15500,Sedan,Used,5.0,83300.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,20900,Sedan,Pre-registered,5.0,1.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat 500X,Fiat,IT,19900,Sedan,Used,5.0,45219.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Fiat 500,Fiat,FR,13998,Sedan,Used,3.0,14082.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,15490,Sedan,Used,5.0,79900.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,3.0,Upgrated,Low,standard
Fiat Punto,Fiat,IT,6700,Sedan,Used,5.0,126600.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,7.0,Standart,Low,standard
Fiat 500e,Fiat,IT,25400,Sedan,Pre-registered,3.0,10.0,Automatic,Electric,Dealer,43.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat Tipo,Fiat,IT,17855,Sedan,Used,5.0,20238.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat 500L,Fiat,IT,11800,Sedan,Used,5.0,89752.0,Manual,Diesel,Dealer,88.0,6.0,Other,8.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,19900,Sedan,Used,5.0,23800.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat Panda,Fiat,IT,9250,Sedan,Used,5.0,97032.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500e,Fiat,DE,28600,Sedan,Used,3.0,7586.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat 500e,Fiat,IT,30900,Sedan,Pre-registered,3.0,10.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,0.0,Standart,Electric,standard
Fiat Panda,Fiat,IT,10200,Sedan,Used,5.0,71200.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat Tipo,Fiat,FR,16490,Sedan,Used,5.0,32607.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat 500e,Fiat,DE,28700,Sedan,Used,3.0,7070.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,1.0,Standart,Electric,standard
Fiat 500,Fiat,IT,11450,Sedan,Used,3.0,57000.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,9900,Sedan,Used,5.0,48569.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,25950,Sedan,Used,5.0,2728.0,Automatic,Diesel,Dealer,96.0,7.0,Euro 6,0.0,Standart,Low,standard
Fiat Tipo,Fiat,ES,20200,Sedan,Pre-registered,5.0,10.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat Tipo,Fiat,AT,19480,Sedan,Demonstration,5.0,105.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat 500X,Fiat,FR,15980,Sedan,Used,5.0,60000.0,Automatic,Benzin,Dealer,103.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,DE,21490,Sedan,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,1.0,Upgrated,Low,standard
Fiat 500L,Fiat,IT,21900,Sedan,Used,5.0,1.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat Panda,Fiat,IT,11890,Sedan,Used,3.0,79790.0,Manual,Benzin,Dealer,40.0,5.0,Other,21.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,20450,Sedan,Used,5.0,5219.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,23290,Sedan,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,73.0,5.0,Euro 6,0.0,Standart,Low,standard
Fiat 500e,Fiat,DE,28999,Sedan,Pre-registered,3.0,10.0,Automatic,Electric,Dealer,87.0,5.0,Euro 6,0.0,Upgrated,Electric,standard
Fiat 500X,Fiat,IT,19900,Sedan,Used,5.0,58118.0,Automatic,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,16500,Sedan,Used,5.0,21583.0,Manual,LPG/CNG,Dealer,88.0,9.0,Euro 6,6.0,Standart,Low,standard
Fiat 500X,Fiat,IT,19200,Sedan,Used,5.0,60695.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,18700,Sedan,Used,5.0,27965.0,Automatic,Diesel,Dealer,88.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,20900,Sedan,Employee's car,5.0,5600.0,Manual,Benzin,Dealer,74.0,5.0,Euro 6,1.0,Standart,Low,standard
Fiat 500,Fiat,IT,19400,Sedan,Pre-registered,3.0,10.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat 500,Fiat,DE,16980,Sedan,Pre-registered,3.0,5.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,1.0,Standart,Low,standard
Fiat Panda,Fiat,IT,9900,Sedan,Used,5.0,80122.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500,Fiat,IT,16400,Sedan,Employee's car,3.0,2000.0,Manual,Benzin,Dealer,51.0,6.0,Euro 6,0.0,Standart,Low,standard
Fiat Panda,Fiat,IT,10300,Sedan,Used,5.0,48167.0,Manual,Diesel,Dealer,70.0,5.0,Euro 6,6.0,Standart,Low,standard
Fiat 500,Fiat,IT,9199,Sedan,Used,3.0,100675.0,Manual,Diesel,Dealer,70.0,5.0,Other,7.0,Standart,Low,standard
Fiat 500X,Fiat,IT,23500,Sedan,Used,5.0,9800.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,2.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,12300,Sedan,Used,5.0,86000.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,5.0,Standart,Low,standard
Fiat Tipo,Fiat,IT,12900,Sedan,Used,5.0,52330.0,Manual,Benzin,Dealer,70.0,6.0,Euro 6,3.0,Standart,Low,standard
Fiat 500,Fiat,FR,4700,Sedan,Used,3.0,118844.0,Manual,Benzin,Dealer,51.0,5.0,Other,14.0,Standart,Low,standard
Fiat 500,Fiat,IT,7749,Sedan,Used,3.0,106539.0,Manual,Benzin,Dealer,51.0,5.0,Euro 6,7.0,Standart,Low,standard
