make_model,make,location,price,body_type,type,doors,mileage,gearbox,fuel_type,seller,power,gears,emission_class,age,entertainment_media_count,engine_size_cat,comfort_convenience_cat
Opel Mokka,Opel,DE,12750,Off-Road/Pick-up,Used,5.0,87320.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,7.0,Standart,Low,luxury
Opel Mokka,Opel,DE,10990,Off-Road/Pick-up,Used,5.0,99987.0,Manual,Benzin,Dealer,85.0,6.0,Other,7.0,Standart,Low,standard
Opel Mokka,Opel,ES,15990,Off-Road/Pick-up,Used,5.0,69513.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Crossland X,Opel,DE,15550,Off-Road/Pick-up,Used,5.0,40320.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Crossland,Opel,DE,23365,Off-Road/Pick-up,Used,5.0,6601.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland,Opel,DE,24990,Off-Road/Pick-up,Employee's car,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,18870,Off-Road/Pick-up,Used,5.0,42125.0,Automatic,Diesel,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Mokka,Opel,DE,11990,Off-Road/Pick-up,Used,5.0,85100.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,9.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,24950,Off-Road/Pick-up,Used,5.0,64504.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Grandland X,Opel,DE,26650,Off-Road/Pick-up,Used,5.0,41223.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,4.0,Upgrated,Medium,luxury
Opel Grandland X,Opel,DE,23950,Off-Road/Pick-up,Used,5.0,1354.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Crossland,Opel,DE,25900,Off-Road/Pick-up,Demonstration,5.0,11229.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,21990,Off-Road/Pick-up,Used,5.0,9666.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,19388,Off-Road/Pick-up,Used,5.0,8309.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,luxury
Opel Mokka,Opel,DE,26999,Off-Road/Pick-up,Used,5.0,11140.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Opel Mokka,Opel,DE,27990,Off-Road/Pick-up,Demonstration,5.0,6002.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,16479,Off-Road/Pick-up,Used,5.0,18371.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,16350,Off-Road/Pick-up,Used,5.0,1500.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,3.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,20490,Off-Road/Pick-up,Employee's car,5.0,6671.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,21900,Off-Road/Pick-up,Used,5.0,15500.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Mokka X,Opel,DE,16990,Off-Road/Pick-up,Used,5.0,30250.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,6.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,26820,Off-Road/Pick-up,Used,5.0,32237.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,28950,Off-Road/Pick-up,Employee's car,5.0,2601.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,ES,21000,Off-Road/Pick-up,Used,5.0,36323.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Grandland X,Opel,DE,20989,Off-Road/Pick-up,Used,5.0,23701.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,22479,Off-Road/Pick-up,Used,5.0,17520.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Mokka X,Opel,DE,19590,Off-Road/Pick-up,Used,5.0,15900.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Crossland,Opel,DE,29350,Off-Road/Pick-up,Demonstration,5.0,100.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Crossland,Opel,DE,20199,Off-Road/Pick-up,Demonstration,5.0,2750.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland X,Opel,DE,25390,Off-Road/Pick-up,Used,5.0,60020.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,17389,Off-Road/Pick-up,Used,5.0,62700.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,26491,Off-Road/Pick-up,Used,5.0,558.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Grandland X,Opel,DE,26490,Off-Road/Pick-up,Used,5.0,38988.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,25950,Off-Road/Pick-up,Used,5.0,40044.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,24989,Off-Road/Pick-up,Used,5.0,60000.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,2.0,Upgrated,Medium,luxury
Opel Crossland X,Opel,DE,23689,Off-Road/Pick-up,Employee's car,5.0,5000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,24990,Off-Road/Pick-up,Used,5.0,68059.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,17990,Off-Road/Pick-up,Used,5.0,27170.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,26980,Off-Road/Pick-up,Used,5.0,2900.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Mokka,Opel,DE,27900,Off-Road/Pick-up,Demonstration,5.0,2000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,luxury
Opel Mokka,Opel,DE,23750,Off-Road/Pick-up,Used,5.0,6800.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland,Opel,DE,29939,Off-Road/Pick-up,Used,5.0,35324.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Crossland,Opel,DE,32650,Off-Road/Pick-up,Demonstration,5.0,5.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,14990,Off-Road/Pick-up,Used,5.0,64444.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,15000,Off-Road/Pick-up,Used,5.0,57218.0,Manual,Diesel,Dealer,75.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,23489,Off-Road/Pick-up,Employee's car,5.0,5000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Mokka X,Opel,DE,14980,Off-Road/Pick-up,Used,5.0,94048.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,6.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,23989,Off-Road/Pick-up,Used,5.0,20300.0,Automatic,Diesel,Dealer,96.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,22350,Off-Road/Pick-up,Used,5.0,2150.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,19990,Off-Road/Pick-up,Used,5.0,38965.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,21980,Off-Road/Pick-up,Used,5.0,27500.0,Automatic,Diesel,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Grandland X,Opel,DE,19880,Off-Road/Pick-up,Used,5.0,45500.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,32950,Off-Road/Pick-up,Used,5.0,4590.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,31980,Off-Road/Pick-up,Used,5.0,12180.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,1.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,24380,Off-Road/Pick-up,Used,5.0,12431.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Mokka X,Opel,DE,16960,Off-Road/Pick-up,Used,5.0,54789.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,5.0,Standart,Low,standard
Opel Mokka,Opel,ES,18900,Off-Road/Pick-up,Used,5.0,48943.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Crossland X,Opel,DE,15979,Off-Road/Pick-up,Used,5.0,63470.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,21990,Off-Road/Pick-up,Used,5.0,26201.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,4.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,27479,Off-Road/Pick-up,Used,5.0,29590.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,26950,Off-Road/Pick-up,Used,5.0,9195.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,36450,Off-Road/Pick-up,Used,5.0,8550.0,Automatic,Benzin,Dealer,147.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,19989,Off-Road/Pick-up,Employee's car,5.0,5892.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,26265,Off-Road/Pick-up,Used,5.0,15518.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,1.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,18990,Off-Road/Pick-up,Used,5.0,17445.0,Automatic,Benzin,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Grandland X,Opel,DE,18490,Off-Road/Pick-up,Used,5.0,70026.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Mokka X,Opel,DE,18980,Off-Road/Pick-up,Used,5.0,30350.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,24990,Off-Road/Pick-up,Used,5.0,11700.0,Automatic,Diesel,Dealer,96.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,18990,Off-Road/Pick-up,Used,5.0,13500.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Mokka,Opel,DE,13450,Off-Road/Pick-up,Used,5.0,82000.0,Automatic,Benzin,Dealer,103.0,6.0,Other,8.0,Standart,Low,luxury
Opel Mokka,Opel,DE,23980,Off-Road/Pick-up,Employee's car,5.0,14700.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,14990,Off-Road/Pick-up,Used,5.0,72652.0,Automatic,Diesel,Dealer,96.0,6.0,Other,8.0,Standart,Medium,standard
Opel Crossland X,Opel,DE,24389,Off-Road/Pick-up,Employee's car,5.0,5990.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,18950,Off-Road/Pick-up,Used,5.0,40180.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,17650,Off-Road/Pick-up,Used,5.0,23236.0,Automatic,Benzin,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Crossland X,Opel,DE,15949,Off-Road/Pick-up,Used,5.0,45647.0,Manual,Diesel,Dealer,75.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,16589,Off-Road/Pick-up,Used,5.0,30700.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Crossland,Opel,DE,20777,Off-Road/Pick-up,Used,5.0,5200.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Crossland X,Opel,DE,18979,Off-Road/Pick-up,Employee's car,5.0,4850.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,23750,Off-Road/Pick-up,Used,5.0,33792.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Standart,Low,luxury
Opel Crossland,Opel,ES,15990,Off-Road/Pick-up,Used,5.0,83988.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Crossland,Opel,DE,18640,Off-Road/Pick-up,Used,5.0,17433.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,15990,Off-Road/Pick-up,Employee's car,5.0,52495.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland,Opel,ES,14900,Off-Road/Pick-up,Used,5.0,95000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Mokka,Opel,DE,13900,Off-Road/Pick-up,Used,5.0,87562.0,Manual,Benzin,Dealer,103.0,6.0,Other,8.0,Standart,Low,standard
Opel Mokka X,Opel,DE,14779,Off-Road/Pick-up,Used,5.0,24227.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,3.0,Upgrated,Low,standard
Opel Mokka X,Opel,DE,19390,Off-Road/Pick-up,Used,5.0,30000.0,Manual,Diesel,Dealer,100.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Crossland X,Opel,DE,26790,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Mokka X,Opel,DE,19900,Off-Road/Pick-up,Used,5.0,54987.0,Automatic,Benzin,Dealer,112.0,6.0,Euro 6,5.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,30650,Off-Road/Pick-up,Demonstration,5.0,8000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland,Opel,ES,27990,Off-Road/Pick-up,Pre-registered,5.0,1.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Mokka X,Opel,DE,16900,Off-Road/Pick-up,Used,5.0,39949.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Grandland X,Opel,DE,21400,Off-Road/Pick-up,Demonstration,5.0,83585.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,27890,Off-Road/Pick-up,Used,5.0,17700.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,1.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,19990,Off-Road/Pick-up,Used,5.0,17952.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Grandland X,Opel,DE,23965,Off-Road/Pick-up,Used,5.0,40915.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,2.0,Standart,Low,luxury
Opel Grandland X,Opel,DE,19990,Off-Road/Pick-up,Used,5.0,45890.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,16789,Off-Road/Pick-up,Used,5.0,17574.0,Manual,Diesel,Dealer,75.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Mokka X,Opel,BE,19950,Off-Road/Pick-up,Used,5.0,5131.0,Automatic,Benzin,Dealer,103.0,7.0,Euro 6,4.0,Standart,Low,standard
Opel Mokka,Opel,DE,29950,Off-Road/Pick-up,Used,5.0,1419.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,36950,Off-Road/Pick-up,Used,5.0,23979.0,Automatic,Benzin,Dealer,221.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Crossland,Opel,DE,20150,Off-Road/Pick-up,Used,5.0,32600.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,20989,Off-Road/Pick-up,Employee's car,5.0,5000.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,24765,Off-Road/Pick-up,Used,5.0,19500.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,2.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,14479,Off-Road/Pick-up,Used,5.0,69525.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,5.0,Upgrated,Low,luxury
Opel Grandland,Opel,DE,42440,Off-Road/Pick-up,Used,5.0,3960.0,Automatic,Benzin,Dealer,165.0,8.0,Euro 6,1.0,Standart,Low,luxury
Opel Grandland,Opel,DE,18980,Off-Road/Pick-up,Used,5.0,29191.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Standart,Low,standard
Opel Grandland X,Opel,DE,21990,Off-Road/Pick-up,Used,5.0,53951.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,28490,Off-Road/Pick-up,Used,5.0,13330.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,30740,Off-Road/Pick-up,Used,5.0,9500.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,3.0,Upgrated,Medium,luxury
Opel Crossland X,Opel,DE,23589,Off-Road/Pick-up,Employee's car,5.0,4990.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,24980,Off-Road/Pick-up,Employee's car,5.0,13300.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,22690,Off-Road/Pick-up,Demonstration,5.0,10427.0,Manual,Diesel,Dealer,88.0,6.0,Euro 6,5.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,17990,Off-Road/Pick-up,Used,5.0,42600.0,Automatic,Benzin,Dealer,81.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,24890,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Crossland X,Opel,DE,21995,Off-Road/Pick-up,Used,5.0,2000.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,14890,Off-Road/Pick-up,Used,5.0,29890.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,6.0,Standart,Low,standard
Opel Mokka,Opel,DE,34940,Off-Road/Pick-up,Demonstration,5.0,5000.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Grandland,Opel,DE,31939,Off-Road/Pick-up,Used,5.0,16299.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Crossland,Opel,DE,22490,Off-Road/Pick-up,Demonstration,5.0,7000.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland X,Opel,DE,24990,Off-Road/Pick-up,Used,5.0,15350.0,Manual,Diesel,Dealer,96.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,19979,Off-Road/Pick-up,Employee's car,5.0,4990.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,28990,Off-Road/Pick-up,Used,5.0,2950.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,luxury
Opel Crossland X,Opel,DE,19465,Off-Road/Pick-up,Used,5.0,19006.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,14979,Off-Road/Pick-up,Used,5.0,86505.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,6.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,22390,Off-Road/Pick-up,Used,5.0,35983.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,3.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,17990,Off-Road/Pick-up,Used,5.0,39926.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,19990,Off-Road/Pick-up,Used,5.0,18979.0,Automatic,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,17490,Off-Road/Pick-up,Used,5.0,34861.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Upgrated,Low,standard
Opel Mokka,Opel,DE,12490,Off-Road/Pick-up,Used,5.0,46385.0,Manual,Diesel,Dealer,96.0,6.0,Other,9.0,Standart,Medium,standard
Opel Grandland X,Opel,DE,33990,Off-Road/Pick-up,Pre-registered,5.0,15.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,27190,Off-Road/Pick-up,Demonstration,5.0,6500.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka X,Opel,DE,13990,Off-Road/Pick-up,Used,5.0,56003.0,Manual,Benzin,Dealer,88.0,6.0,Euro 6,3.0,Standart,Low,standard
Opel Mokka,Opel,BE,15900,Off-Road/Pick-up,Used,5.0,51000.0,Automatic,Benzin,Dealer,103.0,6.0,Euro 6,6.0,Standart,Low,standard
Opel Mokka,Opel,DE,29550,Off-Road/Pick-up,Demonstration,5.0,6000.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,BE,23998,Off-Road/Pick-up,Used,5.0,30388.0,Manual,Benzin,Dealer,96.0,8.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,26240,Off-Road/Pick-up,Employee's car,5.0,6108.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland,Opel,DE,39750,Off-Road/Pick-up,Demonstration,5.0,1122.0,Automatic,Benzin,Dealer,133.0,8.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,36590,Off-Road/Pick-up,Demonstration,5.0,7500.0,Automatic,Diesel,Dealer,130.0,8.0,Euro 6,1.0,Upgrated,Medium,luxury
Opel Crossland,Opel,DE,23425,Off-Road/Pick-up,Used,5.0,5000.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Standart,Low,standard
Opel Crossland X,Opel,DE,15950,Off-Road/Pick-up,Used,5.0,44772.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,4.0,Standart,Low,standard
Opel Mokka,Opel,DE,12990,Off-Road/Pick-up,Used,5.0,110000.0,Automatic,Benzin,Dealer,103.0,6.0,Other,8.0,Standart,Low,standard
Opel Crossland X,Opel,DE,22490,Off-Road/Pick-up,Employee's car,5.0,7990.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,19489,Off-Road/Pick-up,Employee's car,5.0,8000.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,25990,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Mokka,Opel,DE,23489,Off-Road/Pick-up,Used,5.0,10873.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Grandland X,Opel,DE,26970,Off-Road/Pick-up,Used,5.0,54000.0,Manual,LPG/CNG,Dealer,96.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,23250,Off-Road/Pick-up,Used,5.0,9293.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,2.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,39990,Off-Road/Pick-up,Demonstration,5.0,2500.0,Automatic,Diesel,Dealer,100.0,6.0,Euro 6,0.0,Upgrated,Low,luxury
Opel Mokka,Opel,DE,28680,Off-Road/Pick-up,Demonstration,5.0,20490.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,1.0,Upgrated,Low,standard
Opel Crossland X,Opel,DE,25989,Off-Road/Pick-up,Demonstration,5.0,9900.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Upgrated,Low,standard
Opel Grandland X,Opel,DE,29980,Off-Road/Pick-up,Demonstration,5.0,2950.0,Automatic,Benzin,Dealer,96.0,8.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Crossland X,Opel,DE,24990,Off-Road/Pick-up,Pre-registered,5.0,10.0,Automatic,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Crossland X,Opel,DE,27990,Off-Road/Pick-up,Pre-registered,5.0,10.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,0.0,Standart,Low,luxury
Opel Mokka X,Opel,DE,21889,Off-Road/Pick-up,Used,5.0,42500.0,Manual,Benzin,Dealer,103.0,6.0,Euro 6,3.0,Standart,Low,luxury
Opel Crossland,Opel,DE,19990,Off-Road/Pick-up,Used,5.0,12500.0,Manual,Benzin,Dealer,81.0,6.0,Euro 6,1.0,Upgrated,Low,luxury
Opel Mokka-E,Opel,DE,35850,Off-Road/Pick-up,Used,5.0,2.0,Automatic,Benzin,Dealer,100.0,7.0,Euro 6,0.0,Standart,Low,luxury
Opel Mokka,Opel,DE,23480,Off-Road/Pick-up,Demonstration,5.0,15.0,Manual,Benzin,Dealer,74.0,6.0,Euro 6,0.0,Standart,Low,standard
Opel Grandland X,Opel,DE,19890,Off-Road/Pick-up,Used,5.0,15312.0,Manual,Benzin,Dealer,96.0,6.0,Euro 6,4.0,Upgrated,Low,luxury
